"","abilities","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fighting","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","attack","base_egg_steps","base_happiness","base_total","capture_rate","classfication","defense","experience_growth","height_m","hp","japanese_name","name","percentage_male","pokedex_number","sp_attack","sp_defense","speed","type1","type2","weight_kg","generation","is_legendary","sprite","est_damage_output","est_damage_taken"
"148","['Shed Skin', 'Marvel Scale']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,84,10240,35,420,"45","Dragon Pokémon",65,1250000,4,61,"Hakuryuハクリュー","Dragonair",50,148,70,70,70,"dragon",NA,16.5,"1","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/148.png",0.9625,1.03846153846154
"149","['Inner Focus', 'Multiscale']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,134,10240,35,600,"45","Dragon Pokémon",95,1250000,2.2,91,"Kairyuカイリュー","Dragonite",50,149,100,100,80,"dragon","flying",210,"1","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/149.png",1.32811594202899,0.718421052631579
"150","['Pressure', 'Unnerve']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,150,30720,0,780,"3","Genetic Pokémon",70,1250000,2,106,"Mewtwoミュウツー","Mewtwo",NA,150,194,120,140,"psychic",NA,122,"1","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/150.png",2.6569696969697,0.770833333333333
"151","['Synchronize']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,30720,100,600,"45","New Species Pokémon",100,1059860,0.4,100,"Mewミュウ","Mew",NA,151,100,100,100,"psychic",NA,4,"1","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/151.png",1.53846153846154,0.675
"152","['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,49,5120,70,318,"45","Leaf Pokémon",65,1059860,0.9,45,"Chicoritaチコリータ","Chikorita",88.1,152,49,65,45,"grass",NA,6.4,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/152.png",0.65625,0.846153846153846
"153","['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,62,5120,70,405,"45","Leaf Pokémon",80,1059860,1.2,60,"Bayleafベイリーフ","Bayleef",88.1,153,63,80,60,"grass",NA,15.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/153.png",0.836607142857143,0.6875
"154","['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,82,5120,70,525,"45","Herb Pokémon",100,1059860,1.8,80,"Meganiumメガニウム","Meganium",88.1,154,83,100,80,"grass",NA,100.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/154.png",1.10446428571429,0.55
"155","['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,52,5120,70,309,"45","Fire Mouse Pokémon",43,1059860,0.5,39,"Hinoarashiヒノアラシ","Cyndaquil",88.1,155,60,50,65,"fire",NA,7.9,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/155.png",0.788732394366197,1.42267441860465
"156","['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,64,5120,70,405,"45","Volcano Pokémon",58,1059860,0.9,58,"Magmarashiマグマラシ","Quilava",88.1,156,80,65,80,"fire",NA,19,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/156.png",1.01408450704225,1.07228116710875
"157","['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,84,5120,70,534,"45","Volcano Pokémon",78,1059860,1.7,78,"Bakphoonバクフーン","Typhlosion",88.1,157,109,85,100,"fire",NA,79.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/157.png",1.35915492957746,0.806938159879336
"158","['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,314,"45","Big Jaw Pokémon",64,1059860,0.6,50,"Waninokoワニノコ","Totodile",88.1,158,44,48,43,"water",NA,9.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/158.png",0.757619047619048,1.18489583333333
"159","['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,5120,70,405,"45","Big Jaw Pokémon",80,1059860,1.1,65,"Alligatesアリゲイツ","Croconaw",88.1,159,59,63,58,"water",NA,25,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/159.png",0.962443438914027,0.922123015873016
"160","['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,530,"45","Big Jaw Pokémon",100,1059860,2.3,85,"Ordileオーダイル","Feraligatr",88.1,160,79,83,78,"water",NA,88.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/160.png",1.27239819004525,0.721084337349398
"161","['Run Away', 'Keen Eye', 'Frisk']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,46,3840,70,215,"255","Scout Pokémon",34,1000000,0.8,35,"Otachiオタチ","Sentret",50,161,35,45,20,"normal",NA,6,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/161.png",0.603846153846154,1.6781045751634
"162","['Run Away', 'Keen Eye', 'Frisk']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,76,3840,70,415,"90","Long Body Pokémon",64,1000000,1.8,85,"Ootachiオオタチ","Furret",50,162,45,55,90,"normal",NA,32.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/162.png",0.892934782608696,1.07940340909091
"163","['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,30,3840,70,262,"255","Owl Pokémon",30,1000000,0.7,60,"Hohoホーホー","Hoothoot",50,163,36,56,50,"normal","flying",21.2,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/163.png",0.45,1.66964285714286
"164","['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,452,"90","Owl Pokémon",50,1000000,1.6,100,"Yorunozukuヨルノズク","Noctowl",50,164,86,96,70,"normal","flying",40.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/164.png",0.925,0.992708333333333
"165","['Swarm', 'Early Bird', 'Rattled']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,20,3840,70,265,"255","Five Star Pokémon",30,800000,1,40,"Redibaレディバ","Ledyba",50,165,40,80,55,"bug","flying",10.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/165.png",0.428571428571429,1.375
"166","['Swarm', 'Early Bird', 'Iron Fist']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,35,3840,70,390,"90","Five Star Pokémon",50,800000,1.4,55,"Redianレディアン","Ledian",50,166,55,110,85,"bug","flying",35.6,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/166.png",0.642857142857143,0.872727272727273
"167","['Swarm', 'Insomnia', 'Sniper']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,60,3840,70,250,"255","String Spit Pokémon",40,800000,0.5,40,"Itomaruイトマル","Spinarak",50,167,40,40,30,"bug","poison",8.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/167.png",0.695238095238095,1.45
"168","['Swarm', 'Insomnia', 'Sniper']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,90,3840,70,400,"90","Long Leg Pokémon",70,800000,1.1,70,"Ariadosアリアドス","Ariados",50,168,60,70,40,"bug","poison",33.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/168.png",1.04285714285714,0.828571428571429
"169","['Inner Focus', 'Infiltrator']",0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,90,3840,70,535,"90","Bat Pokémon",80,1000000,1.8,85,"Crobatクロバット","Crobat",50,169,70,80,130,"poison","flying",75,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/169.png",1.04296066252588,0.8125
"170","['Volt Absorb', 'Illuminate', 'Water Absorb']",1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,38,5120,70,330,"190","Angler Pokémon",38,1250000,0.5,75,"Chonchieチョンチー","Chinchou",50,170,56,56,67,"water","electric",12,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/170.png",0.644761904761905,1.45676691729323
"171","['Volt Absorb', 'Illuminate', 'Water Absorb']",1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,58,5120,70,460,"75","Light Pokémon",58,1250000,1.2,125,"Lanternランターン","Lanturn",50,171,76,76,67,"water","electric",22.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/171.png",0.920952380952381,0.996823956442831
"172","['Static', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,2560,70,205,"190","Tiny Mouse Pokémon",15,1000000,0.3,20,"Pichuピチュー","Pichu",50,172,35,35,60,"electric",NA,2,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/172.png",0.545058139534884,3.23809523809524
"173","['Cute Charm', 'Magic Guard', 'Friend Guard']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,25,2560,140,218,"150","Star Shape Pokémon",28,800000,0.3,50,"Pyピィ","Cleffa",24.6,173,45,55,15,"fairy",NA,3,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/173.png",0.488095238095238,1.84415584415584
"174","['Cute Charm', 'Competitive', 'Friend Guard']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,30,2560,70,210,"170","Balloon Pokémon",15,800000,0.3,90,"Pupurinププリン","Igglybuff",24.6,174,40,20,15,"normal","fairy",1,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/174.png",0.497435897435897,3.79166666666667
"175","['Hustle', 'Serene Grace', 'Super Luck']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,20,2560,70,245,"190","Spike Ball Pokémon",65,800000,0.3,35,"Togepyトゲピー","Togepi",88.1,175,40,65,20,"fairy",NA,1.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/175.png",0.418676442214933,1.04615384615385
"176","['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,40,2560,70,405,"75","Happiness Pokémon",85,800000,0.6,55,"Togechickトゲチック","Togetic",88.1,176,80,105,40,"fairy","flying",3.2,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/176.png",0.783682232957595,0.73249299719888
"177","['Synchronize', 'Early Bird', 'Magic Bounce']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,5120,70,320,"190","Little Bird Pokémon",45,1000000,0.2,40,"Natyネイティ","Natu",50,177,70,45,70,"psychic","flying",2,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/177.png",0.895833333333333,1.5
"178","['Synchronize', 'Early Bird', 'Magic Bounce']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,75,5120,70,470,"75","Mystic Pokémon",70,1000000,1.5,65,"Natioネイティオ","Xatu",50,178,95,70,95,"psychic","flying",15,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/178.png",1.26648351648352,0.964285714285714
"179","['Static', 'Plus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,280,"235","Wool Pokémon",40,1059860,0.6,55,"Merriepメリープ","Mareep",50,179,65,45,35,"electric",NA,7.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/179.png",0.782352941176471,1.63194444444444
"180","['Static', 'Plus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,365,"120","Wool Pokémon",55,1059860,0.8,70,"Mokokoモココ","Flaaffy",50,180,80,60,45,"electric",NA,13.3,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/180.png",1.0015873015873,1.20681818181818
"181","['Static', 'Plus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,95,5120,70,610,"45","Light Pokémon",105,1059860,1.4,90,"Denryuデンリュウ","Ampharos",50,181,165,110,45,"electric",NA,61.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/181.png",1.92241379310345,0.647186147186147
"182","['Chlorophyll', 'Healer']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,80,5120,70,490,"45","Flower Pokémon",95,1059860,0.4,75,"Kireihanaキレイハナ","Bellossom",50,182,90,100,50,"grass",NA,5.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/182.png",1.14035087719298,0.569736842105263
"183","['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,20,2560,70,250,"190","Aquamouse Pokémon",50,800000,0.4,70,"Marilマリル","Marill",50,183,20,50,40,"water","fairy",8.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/183.png",0.238636363636364,1.3
"184","['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,50,2560,70,420,"75","Aquarabbit Pokémon",80,800000,0.8,100,"Marilliマリルリ","Azumarill",50,184,60,80,50,"water","fairy",28.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/184.png",0.657342657342657,0.8125
"185","['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,5120,70,410,"65","Imitation Pokémon",115,1000000,1.2,70,"Usokkieウソッキー","Sudowoodo",50,185,30,65,30,"rock",NA,38,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/185.png",1.08333333333333,0.914715719063545
"186","['Water Absorb', 'Damp', 'Drizzle']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,500,"45","Frog Pokémon",75,1059860,1.1,90,"Nyorotonoニョロトノ","Politoed",50,186,90,100,70,"water",NA,33.9,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/186.png",1.13348416289593,0.766666666666667
"187","['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,35,5120,70,250,"255","Cottonweed Pokémon",40,1059860,0.4,35,"Haneccoハネッコ","Hoppip",50,187,35,55,50,"grass","flying",0.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/187.png",0.466666666666667,1.20454545454545
"188","['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,5120,70,340,"120","Cottonweed Pokémon",50,1059860,0.6,55,"Popoccoポポッコ","Skiploom",50,188,45,65,80,"grass","flying",1,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/188.png",0.6,0.988461538461539
"189","['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,5120,70,460,"45","Cottonweed Pokémon",70,1059860,0.8,75,"Wataccoワタッコ","Jumpluff",50,189,55,95,110,"grass","flying",3,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/189.png",0.733333333333333,0.694172932330827
"190","['Run Away', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,5120,70,360,"45","Long Tail Pokémon",55,800000,0.8,55,"Eipamエイパム","Aipom",50,190,40,55,85,"normal",NA,11.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/190.png",0.811429709279172,1.18181818181818
"191","['Chlorophyll', 'Solar Power', 'Early Bird']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,5120,70,180,"235","Seed Pokémon",30,1059860,0.3,30,"Himanutsヒマナッツ","Sunkern",50,191,30,30,30,"grass",NA,1.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/191.png",0.401785714285714,1.83333333333333
"192","['Chlorophyll', 'Solar Power', 'Early Bird']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,425,"120","Sun Pokémon",55,1059860,0.8,75,"Kimawariキマワリ","Sunflora",50,192,105,85,30,"grass",NA,8.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/192.png",1.2,0.840909090909091
"193","['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,65,5120,70,390,"75","Clear Wing Pokémon",45,1000000,1.2,65,"Yanyanmaヤンヤンマ","Yanma",50,193,75,45,95,"bug","flying",38,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/193.png",1,1.28888888888889
"194","['Damp', 'Water Absorb', 'Unaware']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,5120,70,210,"255","Water Fish Pokémon",45,1000000,0.4,55,"Upahウパー","Wooper",50,194,25,25,15,"water","ground",8.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/194.png",0.466666666666667,1.98888888888889
"195","['Damp', 'Water Absorb', 'Unaware']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,430,"90","Water Fish Pokémon",85,1000000,1.4,95,"Nuohヌオー","Quagsire",50,195,65,65,35,"water","ground",75,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/195.png",1.01339285714286,0.882352941176471
"196","['Synchronize', 'Magic Bounce']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,8960,70,525,"45","Sun Pokémon",60,1000000,0.9,65,"Eifieエーフィ","Espeon",88.1,196,130,95,110,"psychic",NA,26.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/196.png",1.54166666666667,0.921052631578947
"197","['Synchronize', 'Inner Focus']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,8960,35,525,"45","Moonlight Pokémon",110,1000000,1,95,"Blackyブラッキー","Umbreon",88.1,197,60,130,65,"dark",NA,27,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/197.png",0.9375,0.587412587412587
"198","['Insomnia', 'Super Luck', 'Prankster']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,85,5120,35,405,"30","Darkness Pokémon",42,1059860,0.5,60,"Yamikarasuヤミカラス","Murkrow",50,198,85,42,91,"dark","flying",2.1,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/198.png",1.18421052631579,1.66666666666667
"199","['Oblivious', 'Own Tempo', 'Regenerator']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,490,"70","Royal Pokémon",80,1000000,2,95,"Yadokingヤドキング","Slowking",50,199,100,110,30,"water","psychic",79.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/199.png",1.28409090909091,0.710227272727273
"200","['Levitate']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,435,"45","Screech Pokémon",60,800000,0.7,60,"Mumaムウマ","Misdreavus",50,200,85,85,85,"ghost",NA,1,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/200.png",0.90625,1.00980392156863
"201","['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,72,10240,70,336,"225","Symbol Pokémon",48,1000000,0.5,48,"Unknownアンノーン","Unown",NA,201,72,48,48,"psychic",NA,5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/201.png",1.10769230769231,1.40625
"202","['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,33,5120,70,405,"45","Patient Pokémon",58,1000000,1.3,190,"Sonansソーナンス","Wobbuffet",50,202,33,58,33,"psychic",NA,28.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/202.png",0.507692307692308,1.16379310344828
"203","['Inner Focus', 'Early Bird', 'Sap Sipper']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,80,5120,70,455,"60","Long Neck Pokémon",65,1000000,1.5,70,"Kirinrikiキリンリキ","Girafarig",50,203,90,65,85,"normal","psychic",41.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/203.png",1.3,1
"204","['Sturdy', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,5120,70,290,"190","Bagworm Pokémon",90,1000000,0.6,50,"Kunugidamaクヌギダマ","Pineco",50,204,35,35,15,"bug",NA,7.2,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/204.png",0.714285714285714,1.12301587301587
"205","['Sturdy', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,5120,70,465,"75","Bagworm Pokémon",140,1000000,1.2,75,"Foretosフォレトス","Forretress",50,205,60,60,40,"bug","steel",125.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/205.png",0.798022598870056,0.672619047619048
"206","['Serene Grace', 'Run Away', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,5120,70,415,"190","Land Snake Pokémon",70,1000000,1.5,100,"Nokocchiノコッチ","Dunsparce",50,206,65,65,45,"normal",NA,14,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/206.png",1.00267379679144,0.95
"207","['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,75,5120,70,430,"60","Flyscorpion Pokémon",105,1059860,1.1,65,"Gligerグライガー","Gligar",50,207,35,65,85,"ground","flying",64.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/207.png",0.759615384615385,0.879120879120879
"208","['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,125,6400,70,610,"25","Iron Snake Pokémon",230,1000000,9.2,75,"Haganeilハガネール","Steelix",50,208,55,95,30,"steel","ground",400,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/208.png",1.04315476190476,0.437643020594966
"209","['Intimidate', 'Run Away', 'Rattled']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,300,"190","Fairy Pokémon",50,800000,0.6,60,"Buluブルー","Snubbull",24.6,209,40,40,30,"fairy",NA,7.8,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/209.png",0.832793959007551,1.5375
"210","['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,5120,70,450,"75","Fairy Pokémon",75,800000,1.4,90,"Granbuluグランブル","Granbull",24.6,210,60,60,45,"fairy",NA,48.7,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/210.png",1.24919093851133,1.025
"211","['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,95,5120,70,440,"45","Balloon Pokémon",85,1000000,0.5,65,"Harysenハリーセン","Qwilfish",50,211,55,55,85,"water","poison",3.9,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/211.png",0.884920634920635,0.961497326203209
"212","['Swarm', 'Technician', 'Light Metal']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,150,6400,70,600,"25","Pincer Pokémon",140,1000000,1.8,70,"Hassamハッサム","Scizor",50,212,65,100,75,"bug","steel",118,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/212.png",1.12867647058824,0.496428571428571
"213","['Sturdy', 'Gluttony', 'Contrary']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,10,5120,70,505,"190","Mold Pokémon",230,1059860,0.6,20,"Tsubotsuboツボツボ","Shuckle",50,213,10,230,5,"bug","rock",20.5,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/213.png",0.154761904761905,0.252173913043478
"214","['Swarm', 'Guts', 'Moxie']",0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,185,6400,70,600,"45","Singlehorn Pokémon",115,1250000,1.5,80,"Heracrosヘラクロス","Heracross",50,214,40,105,75,"bug","fighting",54,"2","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/214.png",1.48958333333333,0.528985507246377
